,ID,Fuzzy Full Name,age,state
828,241,chloe dunnicliff,76,nsw
829,1902,andrew dunstone,101,nsw
830,934,george lavender,123,wa
831,1386,hayley carmody,63,other
832,4594,matilda bissett,41,wa
833,3234,jessica ryan,67,nsw
834,2967,emiily clarke,48,wa
835,1130,madeline spicer,81,nsw
836,2557,annabelle couzens,99,vic
837,4949,brianna blackwell,81,nsw
838,931,matthew goldsworthy,47,wa
839,1618,thomas campbell,63,nsw
840,2677,alicia riddei,62,qld
841,4426,bailee dooley,110,vic
842,3766,teaha lowe,83,vic
843,1513,madeline adair,83,vic
844,1118,tai saunders'wise,93,nsw
845,4525,hayley bloomfield,93,qld
846,1835,nikita bezuch,78,nsw
847,4844,alessandra mcneill,76,qld
848,4827,emma maynard,31,vic
849,4013,jacob haren,106,vic
850,953,charlotte heuston,27,vic
851,2899,elli trowse,102,vic
852,2135,ethan green,72,wa
853,3497,thomas manson,108,nsw
854,3851,jairus blackwell,118,wa
855,2784,tiffany van der hoek,26,sa
856,3453,jasper ryan,91,vic
857,396,nell campbell,107,vic
858,4356,jack dunnicliff,48,vic
859,4768,caitlin leslie,82,nsw
860,4676,joshua coffey,100,wa
861,3447,caleb rauseo,80,nsw
862,519,joshua baillie,59,qld
863,4352,julia webb,54,nsw
864,2529,amy blake,32,other
865,4589,lily mccaffrey,98,vic
866,1517,ruby reid,75,qld
867,1065,zachary jevons,122,nsw
868,4584,joshua gohl,103,qld
869,2123,bryce dixon,94,vic
870,140,thomas bullock,98,nsw
871,2629,abby stanley,46,nsw
872,1129,andrew rankine,93,qld
873,513,tara huddy,108,vic
874,1708,taliah mccarthy,51,nsw
875,713,alison feeney,96,nsw
876,4925,isaac riddell,103,nsw
877,3946,samantha garnett,103,sa
878,3699,julia velzeboer,31,other
879,29,kylee kincaid,76,qld
880,1791,joshua reid,108,vic
881,2850,rupert browne,26,qld
882,512,campbell colquhoun,75,vic
883,4461,marleigh miell,31,vic
884,1659,holly glennon,75,wa
885,4400,yasmin white,76,nsw
886,3842,bailey hai van,53,nsw
887,2842,james hefford,65,nsw
888,2085,isabella matthews,118,qld
889,3267,painter,106,nsw
890,796,louise heenan,38,wa
891,2599,sidonie trenery,109,nsw
892,3820,anita kalma,46,qld
893,3304,adam pichugin,59,qld
894,4007,rachel campbell,53,nsw
895,1190,kale tschirn,76,vic
896,262,jake soden,78,nsw
897,3726,keeley slape,94,nsw
898,3801,sophie hage,47,nsw
899,1395,grace okubo,103,nsw
900,3405,kane grainger,85,vic
901,3494,william redington,40,sa
902,463,molly slape,71,wa
903,207,isabelle huxley,42,qld
904,1926,savannah cappelluti,108,wa
905,1550,livia miles,48,other
906,4022,phoebe sedgwick,77,nsw
907,192,madeline huxley,39,nsw
908,1967,eboni kempton,91,sa
909,349,ryleh burford,119,wa
910,1348,benjamin kerslake,67,nsw
911,3811,yasmin george,95,vic
912,238,max nevin,40,qld
913,992,nikita mcgregor,99,sa
914,3823,caitlin terend,50,vic
915,3076,xani andrae,79,vic
916,4777,amy steinert,31,nsw
917,2890,kiana lenzi,113,other
918,2950,cade newport,76,qld
919,1271,charlie zimmermann,56,vic
920,534,riley son,39,nsw
921,2402,makenzi boase,47,sa
922,131,joshua beatton,115,sa
923,4881,alexandra nguyen,73,nsw
924,1661,bianca clarke,84,vic
925,1147,michael boyle,115,vic
926,1509,ben white,57,qld
927,343,steven green,48,qld
928,2578,joshua chandler,121,vic
929,2542,harley webb,48,qld
930,4829,flynn smallacombe,91,qld
931,2119,oakleigh shepherd,76,vic
932,1528,muthukuda,35,vic
933,3640,tara white,37,vic
934,2828,dylan pinheiro,111,nsw
935,1729,hayden thredgold,51,nsw
936,4441,deakin michelmore,33,vic
937,4688,jamie cloke,35,nsw
938,1877,ka reid,108,other
939,3419,hayden piechocki,95,vic
940,1839,paris nguyen,123,qld
941,3702,sophie wiseman,95,wa
942,3446,aikaterina redington,108,vic
943,302,jack ryan,55,nsw
944,4848,rachel godfrey,121,wa
945,3320,mia mihaylov,76,nsw
946,4398,camp,78,qld
947,3361,isabelle bullock,32,nsw
948,3821,chloe pennell,71,vic
949,1432,tarshya hazell,103,nsw
950,4661,eliza matthews,111,wa
951,4074,james fimeri,101,vic
952,4227,emiily miles,40,other
953,2664,emiily penaluna,87,vic
954,1523,chloe matthews,65,vic
955,1173,amy white,90,nsw
956,4805,kadin david,122,nsw
957,2213,timothy gilley,45,nsw
958,4926,haylee metherell,119,qld
959,3194,jarred rider,84,nsw
960,4950,charlotte petersen,55,nsw
961,1291,tiana webb,97,nsw
962,4141,courtney mcgregor,41,other
963,4669,brooke hendricks,79,nsw
964,2680,gillian leon,58,nsw
965,865,abbey paine,116,qld
966,3416,gabrielle garcia,116,sa
967,3968,charlie furfari,83,other
968,2360,julia clarke,76,wa
969,2228,william ziswiler,123,vic
970,3578,jasmine mariager,106,nsw
971,1458,connor green,74,nsw
972,2261,kylie seppelt,99,qld
973,1782,sophie burford,92,wa
974,1891,lara snelling,63,vic
975,253,samantha kerslake,76,nsw
976,3444,tenille heron,104,other
977,4056,matilda satterley,76,qld
978,2246,desi spargo,44,other
979,2300,georgia dasilva,65,vic
980,3764,talia,80,nsw
981,1861,lucas corsico,51,qld
982,4562,cambell ryan,54,nsw
983,3428,ashlee bishop,44,nsw
984,2082,chelsea pontt,89,vic
985,2614,aleisha bridgland,31,sa
986,2775,caitlin rastar,30,other
987,718,evan kranz,91,nsw
988,3506,isaiah crossman,56,nsw
989,290,george webb,52,nsw
990,4890,georgia gilkes,76,wa
991,3563,lachlan clayden,91,qld
992,2404,blakeston broadby,112,other
993,3151,harry gully,79,vic
994,3755,tahlia ryan,50,nsw
995,1310,olivia woodstock,105,qld
996,3081,amy noble,77,vic
997,2931,campton,76,nsw
998,1470,ruby paine,121,nsw
999,4499,alissa byers,69,sa
1000,1344,sebastian blissenden,49,wa
1001,3955,joshua wardle,79,other
1002,1956,nathan petersen,119,nsw
1003,4439,lara mccowat,33,qld
1004,3190,caitlin grimm,72,vic
1005,1078,kyle genovese,46,vic
1006,4146,emiily marous,109,vic
1007,2987,tiahnee moody,111,nsw
1008,391,noah mason,74,sa
1009,1734,bethany white,33,vic
1010,2688,riley uyttenhove,67,sa
1011,2048,georgia vaccaro,86,nsw
1012,4955,callum hauser,66,other
1013,2021,angelica capurso,40,other
1014,4273,jesse vincent,121,sa
1015,1471,dylan robson,50,sa
1016,2350,gillian lodge,120,nsw
1017,3162,lachlan rees,111,vic
1018,1773,liam haggett,69,qld
1019,3704,john finlay,47,qld
1020,3468,elizabeth browne,118,vic
1021,2468,magnus grainger,27,vic
1022,1338,georgia benger,41,nsw
1023,4971,william white,44,sa
1024,1504,kailey gazzola,90,nsw
1025,3244,alexander george,27,vic
1026,2544,callum mahon,120,nsw
1027,986,daniel pryer,86,nsw
1028,466,rhys stubbs,31,qld
1029,52,abbey dixon,80,qld
1030,553,nicola bishop,47,other
1031,1684,gus gissing,103,vic
1032,2288,joel green,76,qld
1033,273,isabella stanley,86,nsw
1034,4191,liam ryan,64,nsw
1035,3595,tiarna chestnut,39,nsw
1036,4545,riley moubarak,84,vic
1037,1649,joel dixon,43,nsw
1038,3900,katie jolly,55,nsw
1039,4552,sophie mason,45,nsw
1040,2921,eden clarke,89,wa
1041,3628,indyana gazzola,33,nsw
1042,3351,adam reid,69,nsw
1043,4278,sophie bevis,42,vic
1044,2237,ebony garcia,61,other
1045,81,daniele burford,76,qld
1046,1691,pascale quast,67,wa
1047,2473,chelsea,120,nsw
1048,2722,beattie,26,vic
1049,2055,tai garven,31,nsw
1050,2113,jaxin jolly,99,sa
1051,3935,gianni white,74,nsw
1052,1599,matthew robson,80,nsw
1053,4933,hudson caine,75,nsw
1054,2129,luke verrion,94,nsw
1055,2026,ethan matson,41,qld
1056,1574,zarran mcsorley,107,nsw
1057,4265,jasmine hope,86,vic
1058,2357,kirrah cannell,73,nsw
1059,2736,bayden lonie,36,nsw
1060,2595,jasper bowerman,85,other
1061,2553,brayden coleman,74,vic
1062,653,nicholas pontt,67,vic
1063,2701,keelin kalnins,62,nsw
1064,1429,katelyn dixon,51,nsw
1065,4286,carly honeychurch,76,sa
1066,2090,aiden mcmellon,94,vic
1067,2727,madison noyce,72,qld
1068,1851,ava ryan,53,vic
1069,2628,nathan paterson,43,vic
1070,2958,lily clarke,104,vic
1071,1568,connor vincent,43,qld
1072,1466,william hare,98,nsw
1073,1908,chloe white,72,qld
1074,1856,bethany large,70,nsw
1075,3474,josephine gallio,101,qld
1076,4413,cameron white,77,nsw
1077,912,leo george,61,nsw
1078,1139,prudence monaco,118,wa
1079,4235,lachlan swoboda,31,nsw
1080,2555,jacob webb,92,sa
1081,1867,madeline schembri,69,qld
1082,669,chelsea ryan,115,nsw
1083,1368,matteus leong,62,qld
1084,1252,andrew matthews,90,qld
1085,3300,ayden finlay,50,nsw
1086,3902,oreilly,74,vic
1087,3568,wilson coleman,36,sa
1088,159,connor toms,25,qld
1089,4214,ka george,120,vic
1090,882,sarah eyles,48,qld
1091,4358,alexandra stearnes,80,qld
1092,1942,jessica mccarthy,90,sa
1093,1434,sarah mccarthy,111,qld
1094,1383,trinity coulson,32,nsw
1095,1653,shaun cristiani,60,nsw
1096,4864,thomas campbell,60,nsw
1097,4262,ellen nguyen,121,nsw
1098,2574,jacob hewson,78,qld
1099,1020,phillip finlay,116,qld
1100,247,brett falcione,35,nsw
1101,4534,henry hobson,96,nsw
1102,1507,dominic woodmansee,107,nsw
1103,4250,mhary matthews,70,vic
1104,1799,alexander shepherd,112,nsw
1105,2450,thomas wyllie,120,vic
1106,2063,maya coffey,36,nsw
1107,2408,tristan aldous,25,vic
1108,1496,gabriella shadbolt,114,vic
1109,1515,chloe pamalia,103,nsw
1110,4591,carlin zordan,117,nsw
1111,2993,amy tiggeman,50,vic
1112,1768,caleb deakin,41,nsw
1113,4272,cooper stockall,54,nsw
1114,4228,amber reid,80,other
1115,3177,harvey purser,27,other
1116,1815,aleisha spratt,32,sa
1117,1393,matthew speight,65,sa
1118,4205,caitlyn millar,30,vic
1119,808,tai philps,63,nsw
1120,3565,shai reid,109,vic
1121,3150,charles eileen,40,vic
1122,4039,talissa macgowan,101,qld
1123,3647,natalia gilles,72,qld
1124,4871,casey croker,77,sa
1125,3976,tara stanley,115,nsw
1126,560,caitlin bossence,120,nsw
1127,1719,blake mohammadi,52,vic
1128,1934,ewan brock,108,nsw
1129,712,emma geue,30,nsw
1130,1579,robert leane,36,vic
1131,4474,sarah rosa,91,vic
1132,2354,connor shepherd,114,wa
1133,1072,samuel dixon,40,wa
1134,1408,kierra harrington,121,qld
1135,62,jake coleman,79,other
1136,4016,emiily hingston,53,sa
1137,233,kirra bahnisch,46,nsw
1138,3347,willow tsolakis,104,vic
1139,587,lauren musolino,35,other
1140,4622,lachlan mccarthy,28,qld
1141,2728,gemma lowe,54,wa
1142,3136,pakita o'shannessy,97,qld
1143,337,jordan morrison,39,nsw
1144,3064,matthew reid,122,wa
1145,1254,ryley colombini,48,nsw
1146,689,joshua every,100,nsw
1147,4299,jayden pendle,117,vic
1148,4458,mackenzie boocock,121,nsw
1149,1013,gillian pighin,25,nsw
1150,85,joselyn dakin,98,wa
1151,935,alexandra steers,62,nsw
1152,2252,allegra cobbin,55,nsw
1153,1983,henry coleman,45,other
1154,3392,montana delrue,65,nsw
1155,989,paul fauser,70,nsw
1156,2109,matthew broadby,50,vic
1157,3840,finn baradakis,96,qld
1158,781,jesse jukic,83,nsw
1159,1290,kirra browne,84,other
1160,3159,lewis mercovich,117,other
1161,2185,mia garrigan,54,nsw
1162,3216,charlotte feeney,43,nsw
1163,1583,isabella elferkh,76,vic
1164,4024,katelin wheatley,111,other
1165,2914,juliana white,107,vic
1166,3837,lachlan girdler,117,nsw
1167,4681,meg matthews,39,qld
1168,3042,lydia ryan,87,nsw
1169,2672,bianca neumann,44,wa
1170,406,chelsea,68,vic
1171,1882,max lund,123,nsw
1172,927,claudia white,43,wa
1173,4234,lock,111,sa
1174,4249,yana stanesby,116,vic
1175,829,lucy easling,43,other
1176,413,samuel eglinton,55,vic
1177,2683,oliver dent,119,sa
1178,1547,abbey rawlings,38,qld
1179,2364,ella reinhard,93,wa
1180,3924,mitchell havelberg,76,nsw
1181,1302,tiarna mason,54,sa
1182,4822,luke geue,25,vic
1183,1763,jacob george,61,wa
1184,613,oliver tootell,124,vic
1185,1182,ella wasley,83,nsw
1186,225,isabella sanby,106,nsw
1187,4457,charlotte hathaway,50,qld
1188,2079,kirra,101,nsw
1189,3160,xanthe pringle,99,vic
1190,3241,jacob o'shannessy,86,nsw
1191,4219,pearson goode,40,vic
1192,51,ella blunden,84,sa
1193,169,nicola leonardi,107,nsw
1194,3723,lara carbone,68,vic
1195,2660,alexander munyarryun,69,qld
1196,4469,josephine dragheim,108,qld
1197,2754,ellen schumann,63,qld
1198,3154,samantha howie,40,other
1199,2489,thomas green,90,nsw
1200,1917,jasper flockhart,103,other
1201,1311,klemm,49,qld
1202,777,charlotte needham,35,sa
1203,2837,raquel mason,90,qld
1204,1516,trey goetze,99,vic
1205,1589,emma frencham,107,qld
1206,1017,roy paterson,60,nsw
1207,1049,amy urenda,120,vic
1208,439,mia kamp,84,sa
1209,4182,george noble,81,qld
1210,3805,leah swoboda,42,vic
1211,1135,dylan oatey,80,vic
1212,1079,jessica robson,45,nsw
1213,2036,emiily capel,90,nsw
1214,356,zack brock,111,nsw
1215,96,george macha,97,vic
1216,2111,matteus wilde,98,qld
1217,835,lily egan,63,sa
1218,778,gianni jolly,50,wa
1219,4280,lauren ferri,80,wa
1220,2795,taliah bunuggurr,48,qld
1221,246,rosie morrison,124,vic
1222,1940,pace nguyen,57,sa
1223,193,ethan nguyen,27,other
1224,2474,tansy carp,88,wa
1225,3796,zac silo,63,vic
1226,2514,ayla poore,104,nsw
1227,3095,billy gigney,111,qld
1228,3024,michaela wilkins,85,nsw
1229,960,benjamin berry,102,nsw
1230,2287,lucas pascoe,89,nsw
1231,3534,christian jolta,76,vic
1232,4097,noble,112,vic
1233,3276,joseph wynne,75,nsw
1234,2088,andrew webb,124,vic
1235,4243,harry pembroke,98,qld
1236,2742,jaiden o'flynn,91,nsw
1237,418,simone goz,116,vic
1238,3784,connor hammill,76,nsw
1239,455,mia shepherd,48,vic
1240,3238,jamie snell,39,vic
1241,4919,mia jolly,107,qld
1242,3038,xavier mogavero,112,vic
1243,870,jessica bradshaw,116,nsw
1244,4516,chelsea blake,47,vic
1245,605,jayde mccarthy,86,other
1246,4207,lachlan shepherd,34,other
1247,2076,benjamin kapioldassis,38,nsw
1248,1286,jasmine ryan,62,nsw
1249,1606,talan dietrich,75,vic
1250,1597,april durbridge,76,sa
1251,34,mollie castellari,48,wa
1252,4489,emiily bishop,51,wa
1253,3512,alex webb,54,nsw
1254,2142,sarah leslie,113,vic
1255,4364,harry boyes,74,qld
1256,4340,kiana jolly,102,wa
1257,3604,wil clarke,114,nsw
1258,1700,noah stephenson,55,nsw
1259,4054,dojcic,25,qld
1260,1087,mitchell tien,46,nsw
1261,1837,jacinta webb,68,vic
1262,3719,connor baillie,57,qld
1263,2344,rhett boxer,109,qld
1264,3174,jasmine webb,80,vic
1265,3173,carmen wiseman,124,wa
1266,4295,james grillett,35,nsw
1267,2472,amy campbell,122,qld
1268,3262,alia haydock-wilson,34,nsw
1269,267,liam white,110,nsw
1270,1447,alexandra alderson,101,vic
1271,274,erin clarke,107,wa
1272,4897,brooke klimowski,110,nsw
1273,537,maliah clarke,105,sa
1274,4206,samuel bottroff,82,sa
1275,795,eboni,124,vic
1276,3251,lachlan de angelis,36,vic
1277,3675,meg blunden,77,qld
1278,2481,levi carraill,117,nsw
1279,2583,mia leaver,28,nsw
1280,364,reganne mayer,50,vic
1281,425,shantal psorakis,39,vic
1282,840,noah nguyen,114,sa
1283,3592,reganne camp,56,nsw
1284,2593,harry pardey,76,other
1285,1912,mackenzie sherriff,63,nsw
1286,3629,april campbell,35,qld
1287,1976,amy moyse,50,vic
1288,2208,lauren hainke,120,qld
1289,3633,ryleh sleath,76,nsw
1290,2872,renee havrda,74,vic
1291,2438,ashley clutterbuck,32,vic
1292,974,caitlin luckens,60,qld
1293,1199,lucas tiller,94,wa
1294,2512,sonja hyland,40,qld
1295,3121,megan hunns,81,qld
1296,1672,jacobie shepherdson,41,other
1297,4706,aidyn eisner,114,sa
1298,4740,henry sach,119,nsw
1299,3100,brody nguyen,27,wa
1300,3175,alexandra bishop,63,nsw
1301,2105,holly wehr,76,qld
1302,4467,oliver rundle,76,nsw
1303,1212,jasmine pavli,63,sa
1304,1770,jessica boyes,63,other
1305,1197,deakin peachey,76,other
1306,1411,harrison thredgold,85,other
1307,2366,samuel degeorge,73,vic
1308,2249,emiily miels,96,other
1309,2558,tyler dolan,42,qld
1310,1360,charlotte clarke,77,other
1311,1224,harry reid,78,sa
1312,1309,zoe szepessy,91,nsw
1313,1694,mhary siemon,122,vic
1314,789,pakita alderson,53,sa
1315,4650,andrew marlow,69,nsw
1316,3454,heath menard,102,nsw
1317,4524,michael coulson,56,vic
1318,2032,madeleine noack,75,other
1319,1345,zachary coffey,100,qld
1320,2734,grace green,47,nsw
1321,3750,jacob byrt,82,wa
1322,1279,kowald,80,sa
1323,379,chloe herbert,45,vic
1324,4068,matilda snell,37,vic
1325,740,prudence reid,29,vic
1326,208,harriet molland,48,nsw
1327,857,courtney benger,114,qld
1328,1256,emiily mees,94,wa
1329,1621,alexandra hyland,121,qld
1330,1307,danielle campbell,71,nsw
1331,1323,jack steinert,78,vic
1332,3180,samuel paterson,62,nsw
1333,3105,jacqueline webb,87,vic
1334,1988,joshua jolly,104,qld
1335,682,kane ahier,121,qld
1336,320,harrison capurso,76,vic
1337,2002,nicholas rees,89,nsw
1338,1930,teague,34,nsw
1339,35,kiandra lock,91,qld
1340,1555,jaykob cochrane,85,nsw
1341,75,lachlan webb,87,qld
1342,2206,ambrosia shorrock,32,nsw
1343,403,marcus stoneman,104,nsw
1344,1563,rachel jukic,119,wa
1345,2800,lachlan crook,76,nsw
1346,4491,warrick plane,38,vic
1347,3650,matthew clarke,76,nsw
1348,2778,wilson morell,87,vic
1349,1389,alana reid,104,vic
1350,1537,max jolly,76,wa
1351,4431,hayley roles,66,vic
1352,232,nicholas george,32,nsw
1353,259,matisse chandler,26,wa
1354,528,troy copp,32,nsw
1355,4435,isabella dolby,121,qld
1356,832,benjamin spaans,123,qld
1357,4053,sebastian doody,36,qld
1358,4151,matthew browne,52,qld
1359,3374,rachel matthews,95,qld
1360,4602,jade white,72,vic
1361,806,jacinta webb,25,nsw
1362,2690,gianni wiseman,59,nsw
1363,2376,erin wehr,115,wa
1364,2172,imogen broadby,40,vic
1365,2134,maddison grubb,62,vic
1366,3296,isaac white,78,nsw
1367,3376,ruby white,32,vic
1368,4289,elly miles,79,qld
1369,4296,timothy crouch,83,nsw
1370,3660,reuben corera,34,qld
1371,3082,kyle ryan,85,nsw
1372,3572,james weller,124,vic
1373,3097,nathan chorley,94,vic
1374,678,lucy crisci,71,other
1375,3741,rebecca coulson,54,sa
1376,3668,hudson clarke,64,vic
1377,1281,dylan nguyen,53,nsw
1378,3567,ryan campbell,47,sa
1379,4025,chase gilbertson,48,nsw
1380,2018,hannah ranson,76,qld
1381,2980,flynn sideris,121,vic
1382,2210,mitchell birkin,43,qld
1383,4402,charles flaus,101,other
1384,2926,danika charman,91,nsw
1385,2602,nikita coady,108,other
1386,2196,timothy de crespigny,94,vic
1387,3185,shelbey david,43,qld
1388,4609,sophie crisci,76,wa
1389,1477,david green,106,qld
1390,893,tyler walch,59,vic
1391,2702,dylan beal,62,qld
1392,2773,daniella millar,32,qld
1393,19,chloe radinger,112,other
1394,3862,kiera lowe,41,qld
1395,4241,chloe steane,45,nsw
1396,1094,timara campbell,42,qld
1397,4611,bailee nguyen,114,qld
1398,4507,william colquhoun,110,vic
1399,69,shaun sleath,66,sa
1400,575,jorja green,65,sa
1401,4479,nicholas humphreys,78,sa
1402,2371,michaela dunstone,112,vic
1403,729,aidan hamdan,114,qld
1404,1758,kylie travar,117,nsw
1405,474,pino snelling,86,nsw
1406,3404,jessica hanna,44,nsw
1407,3163,daniele campbell,84,vic
1408,2491,ruby rollins,30,nsw
1409,2797,alice neumann,51,qld
1410,2420,josephine mahon,111,nsw
1411,4601,taliah pascoe,34,nsw
1412,3192,emiily dolan,92,other
1413,1632,jasmine stancombe,26,wa
1414,3443,jake elphick,117,qld
1415,541,monique green,106,wa
1416,2894,kate dent,120,vic
1417,4568,bazley,113,wa
1418,848,taylah clapham,46,sa
1419,4198,nathan ryan,32,qld
1420,921,william apted,47,nsw
1421,486,emiily lipscombe,121,vic
1422,1587,vendula middlin,45,wa
1423,3061,hamish boulter,107,nsw
1424,3634,joshua holmyard,53,vic
1425,1127,william bobbitt,100,nsw
1426,4944,lachlan couzens,36,vic
1427,2716,georgia polmear,92,vic
1428,1520,jack cute,115,nsw
1429,887,braiden kang,95,qld
1430,1854,lucas rider,68,vic
1431,2313,reece marsom,89,qld
1432,2663,tylah valesic,49,nsw
1433,3293,samuel miles,76,sa
1434,296,tristan blackwell,81,nsw
1435,1855,livia white,106,qld
1436,4044,ebony holme,66,qld
1437,2116,mitchell green,44,nsw
1438,2234,jack katarski,92,qld
1439,3658,ruby mccarthy,75,qld
1440,12,caitlin hingston,26,other
1441,1355,hannah morrison,123,qld
1442,1975,tegan whiteley,80,nsw
1443,643,benjamin fiorenza,79,wa
1444,338,harry bjorksten,41,nsw
1445,3681,david lowe,101,vic
1446,4193,jasmyn white,103,other
1447,2556,seanna radic,39,wa
1448,1669,luke fenwick,117,nsw
1449,1070,michaela neumann,109,other
1450,3467,jack reid,108,qld
1451,3435,indiana eves,106,vic
1452,2068,molly garcia,67,qld
1453,291,oliver howie,73,vic
1454,4297,alana weluk,109,nsw
1455,4464,peyton marshal,29,nsw
1456,0,rachael dent,96,vic
1457,148,charlotte suth,105,nsw
1458,721,jack blake,124,vic
1459,203,daniel hebberman,60,qld
1460,3939,thomas tippins,35,nsw
1461,3969,josephine hohn,80,vic
1462,2710,jordan mirritjawuy,99,sa
1463,1786,taliah clarke,72,qld
1464,1595,gus white,41,vic
1465,3602,trent bizjak,29,other
1466,160,emiily gnesel,76,nsw
1467,460,lara paine,53,nsw
1468,3324,kane whillas,56,other
1469,571,kade white,76,vic
1470,849,matthew ploughman,34,wa
1471,3652,michael pestka,63,nsw
1472,583,reganne mcveigh,93,vic
1473,4028,lachlan godfrey,116,sa
1474,1086,william graue,94,sa
1475,3469,richard roche,37,wa
1476,2743,henry mccarthy,47,other
1477,4320,holly du,85,vic
1478,2927,sebastian sitepa,33,other
1479,4253,harley mclaine,86,qld
1480,4745,lucas kulesza,78,wa
1481,4566,archie mccarthy,76,vic
1482,1526,dominic elwan,35,vic
1483,4665,ky morrison,83,nsw
1484,74,sonja nguyen,65,other
1485,3878,briley sheldon,104,vic
1486,2457,caitlin white,122,nsw
1487,2477,alexander stoneman,92,qld
1488,4123,leah huxley,56,nsw
1489,4100,william hope,38,other
1490,4908,hannah miles,31,qld
1491,2025,tyler parr,109,nsw
1492,1805,jackson thorpe,78,nsw
1493,43,sarah neylon,76,nsw
1494,3237,adam boeyen,80,nsw
1495,3471,nicholas donaldson,112,sa
1496,374,chelsea ryan,73,nsw
1497,361,garth clarke,48,vic
1498,4046,carla matthews,76,wa
1499,866,emiily stanley,119,other
1500,397,elizabeth wojciechowski,76,nsw
1501,3914,mya rundle,113,sa
1502,4425,tiana bastiaans,109,wa
1503,2195,samuel scamoni,50,nsw
1504,4493,braithwaite,51,qld
1505,1025,grace maynard,38,qld
1506,498,oliver nguyen,105,vic
1507,4292,channing white,84,wa
1508,1932,seanna pendle,93,nsw
1509,2084,anthony david,104,nsw
1510,3912,thomas grooby,60,nsw
1511,3116,hollie green,100,wa
1512,710,christopher edson,36,qld
1513,4153,jack noble,28,qld
1514,3816,charlotte dalli,32,vic
1515,1339,ryan verner,76,qld
1516,4154,joel nalpantidis,74,sa
1517,688,sarah crosswell,38,vic
1518,183,connor orpwood,37,other
1519,3832,jack rochette,32,vic
1520,3285,matthew coleman,113,vic
1521,4945,catherine crouch,35,nsw
1522,4634,rachel deakin,84,wa
1523,2310,isaiah dixon,92,qld
1524,2271,emiily perduns,25,nsw
1525,4490,kai mason,59,nsw
1526,1866,nathan campbell,118,qld
1527,4548,samantha chandler,123,wa
1528,103,amelia kingswell,72,vic
1529,2774,dylan herbert,81,vic
1530,226,faehse,75,vic
1531,3549,harry thorpe,82,qld
1532,4344,marcus roddick,86,vic
1533,4079,lachlan-john,99,nsw
1534,3732,harry singleton,107,nsw
1535,1531,aidan minorchio,74,qld
1536,70,andrew boyle,84,qld
1537,3000,caitlin everett,123,qld
1538,4136,vincent,105,vic
1539,1285,sophie fitzpatrick,104,other
1540,451,daniel chandler,83,vic
1541,3543,toby roles,47,nsw
1542,3256,liam grainger,55,nsw
1543,4351,leon mandica,70,sa
1544,1727,reeve noble,116,wa
1545,130,harry mcgregor,57,nsw
1546,3988,noah eileen,112,vic
1547,4094,michael boesten,25,qld
1548,3894,george snelling,44,nsw
1549,1453,zachary rees,76,vic
1550,3742,sophie friswell,119,nsw
1551,4784,sean blackwell,76,qld
1552,4704,keziah lavender,46,vic
1553,1481,thomas humphreys,36,qld
1554,3212,kiara campbell,61,wa
1555,3839,kimberly coleman,112,qld
1556,4641,jessica weller,64,nsw
1557,1459,tiana lionis,25,qld
1558,2803,abigail paterson,122,other
1559,4894,jack salt,69,nsw
1560,3331,zane dixon,65,nsw
1561,2257,michael friebel,73,nsw
1562,3426,emiily sariago,50,qld
1563,3054,brooke harrington,33,wa
1564,1376,kieren green,65,nsw
1565,1438,nicola orchard,71,nsw
1566,3302,blaize koopman,113,nsw
1567,1359,jacob maynard,87,nsw
1568,4775,callie webb,116,qld
1569,1900,jasmine matthews,55,wa
1570,59,harley paepke,112,nsw
1571,527,max bradshaw,62,vic
1572,353,zachary bartel,76,vic
1573,3636,blaize mcfadden,77,nsw
1574,2552,hayden tabrett,47,other
1575,4940,ky green,98,nsw
1576,3291,zachary thorpe,31,nsw
1577,2856,chloe setlhong,29,other
1578,851,alana thredgold,99,vic
1579,4914,charles matthews,109,qld
1580,914,dylan szmeja,63,vic
1581,1045,harrison hoang,88,vic
1582,858,lucy hassall,109,nsw
1583,2278,imogen bishop,78,qld
1584,281,evan calio,99,nsw
1585,2320,alexander musolino,39,nsw
1586,107,samuel george,117,vic
1587,4480,jessica serafin,110,nsw
1588,3689,shantal hewson,110,qld
1589,3108,georgia carbone,33,vic
1590,2212,samuel goldsworthy,97,sa
1591,1725,lachlan,54,nsw
1592,2238,millane laundon,109,nsw
1593,153,jake reid,101,vic
1594,171,laklynn mcneill,55,nsw
1595,1479,jessica fabel,110,sa
1596,2270,charlotte valasakis,49,wa
1597,4557,emma white,64,vic
1598,4309,dylan yen,35,nsw
1599,4710,robson,36,nsw
1600,2151,ayla colefax,63,wa
1601,411,thomas egan,81,other
1602,3161,ellie oatey,85,wa
1603,2903,vianca ryan,103,other
1604,2992,noah bruhn,65,nsw
1605,2623,alannah morrison,79,vic
1606,4635,isabella white,25,sa
1607,3525,kirra spratt,85,qld
1608,2194,samantha lock,86,vic
1609,4090,lia hyland,76,nsw
1610,2233,ty noble,42,nsw
1611,1305,robert hanna,75,sa
1612,984,lucy bickerstaffe,38,qld
1613,2503,vendula coleman,30,vic
1614,4707,amber estacio,52,qld
1615,2832,mitchell cute,77,vic
1616,3377,tabitha weetra,65,nsw
1617,3829,grace white,83,sa
1618,1774,kayla lomman,27,nsw
1619,4132,jake warnock,57,sa
1620,4144,holly rees,54,other
1621,2748,alex beatton,114,sa
